Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retired Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retired Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
Sweden,Ringhals nuclear power plant,4,,,"1,171",operating,pressurized water reactor,WH 3LP,1983,,"November 1, 1973","May 19, 1982","June 23, 1982","November 21, 1983",,Ringhals AB,,Ringhals AB,,"1,130","1,130","3,300",57.2574,12.1087,Exact,,Halland County,,,Northern Europe,Europe,L500074,G500129,https://gem.wiki/Ringhals_nuclear_power_plant
United States,River Bend nuclear power plant,1,,,"1,016",operating,boiling water reactor,BWR-6 (Mark 3),1986,,"March 25, 1977","October 31, 1985","December 3, 1985","June 16, 1986",,Entergy Gulf States INC,,Entergy Nuclear Operations INC,,967,966,"3,091",30.757,-91.3327,Exact,,West Feliciana Parish,,Louisiana,Northern America,Americas,L500098,G500193,https://gem.wiki/River_Bend_nuclear_power_plant
Ukraine,Rivne nuclear power plant,1,,Rovno,420,operating,pressurized water reactor,VVER V-213,1981,,"August 1, 1973","December 17, 1980","December 22, 1980","September 22, 1981",,"SE NNEGC ""Energoatom""",,"SE NNEGC ""Energoatom""",,381,361,"1,375",51.3245,25.8974,Exact,,,,Rivne Oblast,Eastern Europe,Europe,L500109,G500487,https://gem.wiki/Rivne_nuclear_power_plant
Ukraine,Rivne nuclear power plant,2,,Rovno,415,operating,pressurized water reactor,VVER V-213,1982,,"October 1, 1973","December 19, 1981","December 22, 1981","July 29, 1982",,"SE NNEGC ""Energoatom""",,"SE NNEGC ""Energoatom""",,376,384,"1,375",51.3245,25.8974,Exact,,,,Rivne Oblast,Eastern Europe,Europe,L500109,G500489,https://gem.wiki/Rivne_nuclear_power_plant
Ukraine,Rivne nuclear power plant,3,,Rovno,"1,000",operating,pressurized water reactor,VVER V-320,1987,,"February 1, 1980","November 11, 1986","December 21, 1986","May 16, 1987",,"SE NNEGC ""Energoatom""",,"SE NNEGC ""Energoatom""",,950,950,"3,000",51.3245,25.8974,Exact,,,,Rivne Oblast,Eastern Europe,Europe,L500109,G500217,https://gem.wiki/Rivne_nuclear_power_plant
Ukraine,Rivne nuclear power plant,4,,Rovno,"1,000",operating,pressurized water reactor,VVER V-320,2006,,"August 1, 1986","September 26, 2004","October 10, 2004","April 6, 2006",,"SE NNEGC ""Energoatom""",,"SE NNEGC ""Energoatom""",,950,950,"3,000",51.3245,25.8974,Exact,,,,Rivne Oblast,Eastern Europe,Europe,L500109,G500218,https://gem.wiki/Rivne_nuclear_power_plant
United States,Robert Emmett Ginna nuclear power plant,,,Ginna,608,operating,pressurized water reactor,WH 2LP (DRYAMB),1970,,"April 25, 1966","November 8, 1969","December 2, 1969","July 1, 1970",,Exelon Corporation,,Exelon Generation CO LLC,,560,470,"1,775",43.2777,-77.3099,Exact,,Wayne County,,New York,Northern America,Americas,L500183,G500410,https://gem.wiki/Robert_Emmett_Ginna_nuclear_power_plant
Bangladesh,Rooppur nuclear power plant,1,,,"1,200",construction,pressurized water reactor,VVER V-523,2024,,"November 30, 2017",,,,,Bangladesh Atomic Energy Commission,,Nuclear Power Plant Company Bangladesh LTD,,"1,080","1,080","3,200",24.0656,89.0453,Exact,,Iswardi,Pabna District,Rajshahi Division,Southern Asia,Asia,L500091,G500177,https://gem.wiki/Rooppur_nuclear_power_plant
Bangladesh,Rooppur nuclear power plant,2,,,"1,200",construction,pressurized water reactor,VVER V-523,2023,,"July 14, 2018",,,,,Bangladesh Atomic Energy Commission,,Nuclear Power Plant Company Bangladesh LTD,,"1,080","1,080","3,200",24.0656,89.0453,Exact,,Iswardi,Pabna District,Rajshahi Division,Southern Asia,Asia,L500091,G500178,https://gem.wiki/Rooppur_nuclear_power_plant
Russia,Rostov nuclear power plant,1,,,"1,041",operating,pressurized water reactor,VVER V-320,2001,,"September 1, 1981","February 23, 2001","March 30, 2001","December 25, 2001",,Rosatom,,Rosenergoatom,,989,950,"3,200",47.6012,42.3677,Exact,,Dubovskiy rayon,,Rostov Oblast,Eastern Europe,Europe,L500087,G500163,https://gem.wiki/Rostov_nuclear_power_plant
Russia,Rostov nuclear power plant,2,,,"1,000",operating,pressurized water reactor,VVER V-320,2010,,"May 1, 1983","January 22, 2010","March 18, 2010","December 10, 2010",,Rosatom,,Rosenergoatom,,950,950,"3,200",47.6012,42.3677,Exact,,Dubovskiy rayon,,Rostov Oblast,Eastern Europe,Europe,L500087,G500174,https://gem.wiki/Rostov_nuclear_power_plant
Russia,Rostov nuclear power plant,3,,,"1,000",operating,pressurized water reactor,VVER V-320,2015,,"September 15, 2009","December 7, 2014","December 27, 2014","September 17, 2015",,Rosatom,,Rosenergoatom,,950,950,"3,000",47.6012,42.3677,Exact,,Dubovskiy rayon,,Rostov Oblast,Eastern Europe,Europe,L500087,G500229,https://gem.wiki/Rostov_nuclear_power_plant
Russia,Rostov nuclear power plant,4,,,"1,030",operating,pressurized water reactor,VVER V-320,2018,,"June 16, 2010","December 29, 2017","February 2, 2018","September 28, 2018",,Rosatom,,Rosenergoatom,,979,950,"3,000",47.6012,42.3677,Exact,,Dubovskiy rayon,,Rostov Oblast,Eastern Europe,Europe,L500087,G500206,https://gem.wiki/Rostov_nuclear_power_plant
China,Ruijin nuclear power plant,1-1,瑞金核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,China National Nuclear Corporation,中国核工业集团有限公司,China Nuclear High Temperature Reactor Holding CO LTD,中核高温堆控股有限公司,,,,25.867024,115.973511,Approximate,Ganzhou,Ruijin,,Jiangxi,Eastern Asia,Asia,L500310,G500788,https://gem.wiki/Ruijin_nuclear_power_plant
China,Ruijin nuclear power plant,1-2,瑞金核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,China National Nuclear Corporation,中国核工业集团有限公司,China Nuclear High Temperature Reactor Holding CO LTD,中核高温堆控股有限公司,,,,25.867024,115.973511,Approximate,Ganzhou,Ruijin,,Jiangxi,Eastern Asia,Asia,L500310,G500789,https://gem.wiki/Ruijin_nuclear_power_plant
China,Ruijin nuclear power plant,3,瑞金核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,China National Nuclear Corporation,中国核工业集团有限公司,China Nuclear High Temperature Reactor Holding CO LTD,中核高温堆控股有限公司,,,,25.867024,115.973511,Approximate,Ganzhou,Ruijin,,Jiangxi,Eastern Asia,Asia,L500310,G500784,https://gem.wiki/Ruijin_nuclear_power_plant
China,Ruijin nuclear power plant,4,瑞金核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,China National Nuclear Corporation,中国核工业集团有限公司,China Nuclear High Temperature Reactor Holding CO LTD,中核高温堆控股有限公司,,,,25.867024,115.973511,Approximate,Ganzhou,Ruijin,,Jiangxi,Eastern Asia,Asia,L500310,G500785,https://gem.wiki/Ruijin_nuclear_power_plant
China,Ruijin nuclear power plant,5,瑞金核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,China National Nuclear Corporation,中国核工业集团有限公司,China Nuclear High Temperature Reactor Holding CO LTD,中核高温堆控股有限公司,,,,25.867024,115.973511,Approximate,Ganzhou,Ruijin,,Jiangxi,Eastern Asia,Asia,L500310,G500786,https://gem.wiki/Ruijin_nuclear_power_plant
China,Ruijin nuclear power plant,6,瑞金核电站,,600,announced,high temperature gas reactor,unknown,,,,,,,,China National Nuclear Corporation,中国核工业集团有限公司,China Nuclear High Temperature Reactor Holding CO LTD,中核高温堆控股有限公司,,,,25.867024,115.973511,Approximate,Ganzhou,Ruijin,,Jiangxi,Eastern Asia,Asia,L500310,G500787,https://gem.wiki/Ruijin_nuclear_power_plant
China,Rushan nuclear power plant,1,乳山核电站,,"1,000",shelved,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%],中国核能电力股份有限公司[51%];上海禾曦能源投资有限公司[20%]; 申能股份有限公司[10%];浙江浙能电力股份有限公司[10%]; 江苏省国信集团有限公司[9%],Third Qinshan Nuclear Power CO LTD,秦山第三核电有限公司,,,,36.813958,121.620274,Approximate,Weihai,Rushan,Haiyangsuo Town,Shandong,Eastern Asia,Asia,L500328,G500857,https://gem.wiki/Rushan_nuclear_power_plant
China,Rushan nuclear power plant,2,乳山核电站,,"1,000",shelved,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%],中国核能电力股份有限公司[51%];上海禾曦能源投资有限公司[20%]; 申能股份有限公司[10%];浙江浙能电力股份有限公司[10%]; 江苏省国信集团有限公司[9%],Third Qinshan Nuclear Power CO LTD,秦山第三核电有限公司,,,,36.813958,121.620274,Approximate,Weihai,Rushan,Haiyangsuo Town,Shandong,Eastern Asia,Asia,L500328,G500858,https://gem.wiki/Rushan_nuclear_power_plant
South Korea,Saeul nuclear power plant,1,,,"1,488",operating,pressurized water reactor,Apr-1400,2016,,"October 16, 2008","December 29, 2015","January 15, 2016","December 20, 2016",,Korea Hydro & Nuclear Power CO,,Korea Hydro & Nuclear Power CO,,"1,416","1,416","3,983",35.3271,129.3017,Exact,Ulsan,Ulju-gun,,,Eastern Asia,Asia,L500371,G501017,https://gem.wiki/Saeul_nuclear_power_plant
South Korea,Saeul nuclear power plant,2,,,"1,493",operating,pressurized water reactor,Apr-1400,2019,,"August 19, 2009","April 8, 2019","April 22, 2019","August 29, 2019",,Korea Hydro & Nuclear Power CO,,Korea Hydro & Nuclear Power CO,,"1,418","1,340","3,983",35.3271,129.3017,Exact,Ulsan,Ulju-gun,,,Eastern Asia,Asia,L500371,G501018,https://gem.wiki/Saeul_nuclear_power_plant
South Korea,Saeul nuclear power plant,3,,,"1,400",construction,pressurized water reactor,Apr-1400,2023,,"April 1, 2017",,,,,Korea Hydro & Nuclear Power CO,,Korea Hydro & Nuclear Power CO,,"1,340","1,340","3,983",35.3271,129.3017,Exact,Ulsan,Ulju-gun,,,Eastern Asia,Asia,L500371,G501019,https://gem.wiki/Saeul_nuclear_power_plant
South Korea,Saeul nuclear power plant,4,,,"1,400",construction,pressurized water reactor,Apr-1400,2024,,"September 20, 2018",,,,,Korea Hydro & Nuclear Power CO,,Korea Hydro & Nuclear Power CO,,"1,340","1,340","3,983",35.3271,129.3017,Exact,Ulsan,Ulju-gun,,,Eastern Asia,Asia,L500371,G501020,https://gem.wiki/Saeul_nuclear_power_plant
France,Saint-Laurent nuclear power plant,A-1,,Saint-Laurent A,500,retired,gas-cooled reactor,Uranium Naturel Graphite Gaz,1969,1990,"October 1, 1963","January 7, 1969","March 14, 1969","June 1, 1969","April 18, 1990",Électricité De France,,Électricité De France,,390,480,"1,650",47.7197,1.5783,Exact,,Loir-et-Cher,,Centre-Val de Loire,Western Europe,Europe,L500131,G500431,https://gem.wiki/Saint-Laurent_nuclear_power_plant
France,Saint-Laurent nuclear power plant,A-2,,Saint-Laurent A,530,retired,gas-cooled reactor,Uranium Naturel Graphite Gaz,1971,1992,"January 1, 1966","July 4, 1971","August 9, 1971","November 1, 1971","May 27, 1992",Électricité De France,,Électricité De France,,465,515,"1,475",47.7197,1.5783,Exact,,Loir-et-Cher,,Centre-Val de Loire,Western Europe,Europe,L500131,G500458,https://gem.wiki/Saint-Laurent_nuclear_power_plant
France,Saint-Laurent nuclear power plant,B-1,,Saint-Laurent B,956,operating,pressurized water reactor,CP2,1983,,"May 1, 1976","January 4, 1981","January 21, 1981","August 1, 1983",,Électricité De France,,Électricité De France,,915,915,"2,785",47.7197,1.5783,Exact,,Loir-et-Cher,,Centre-Val de Loire,Western Europe,Europe,L500131,G500283,https://gem.wiki/Saint-Laurent_nuclear_power_plant
France,Saint-Laurent nuclear power plant,B-2,,Saint-Laurent B,956,operating,pressurized water reactor,CP2,1983,,"July 1, 1976","May 12, 1981","June 1, 1981","August 1, 1983",,Électricité De France,,Électricité De France,,915,880,"2,785",47.7197,1.5783,Exact,,Loir-et-Cher,,Centre-Val de Loire,Western Europe,Europe,L500131,G500284,https://gem.wiki/Saint-Laurent_nuclear_power_plant
United States,Salem nuclear power plant,1,,,"1,254",operating,pressurized water reactor,WH 4LP (DRYAMB),1977,,"September 25, 1968","December 11, 1976","December 25, 1976","June 30, 1977",,PSEG Power INC,,PSEG Nuclear LLC,,"1,169","1,090","3,459",39.4625,-75.5358,Exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L500060,G500099,https://gem.wiki/Salem_nuclear_power_plant
United States,Salem nuclear power plant,2,,,"1,200",operating,pressurized water reactor,WH 4LP (DRYAMB),1981,,"September 25, 1968","August 8, 1980","June 3, 1981","October 13, 1981",,PSEG Power INC,,PSEG Nuclear LLC,,"1,158","1,115","3,459",39.4625,-75.5358,Exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L500060,G500101,https://gem.wiki/Salem_nuclear_power_plant
United States,San Onofre nuclear power plant,1,,,456,retired,pressurized water reactor,unknown,1968,1992,"May 1, 1964","June 14, 1967","July 16, 1967","January 1, 1968","November 30, 1992",Southern California Edison CO,,Southern California Edison CO,,436,436,"1,347",33.3689,-117.5548,Exact,,San Diego County,,California,Northern America,Americas,L500064,G500497,https://gem.wiki/San_Onofre_nuclear_power_plant
United States,San Onofre nuclear power plant,2,,,"1,127",retired,pressurized water reactor,CE (2-loop) DRYAMB,1983,2013,"March 1, 1974","July 26, 1982","September 20, 1982","August 8, 1983","June 7, 2013",Southern California Edison CO,,Southern California Edison CO,,"1,070","1,070","3,438",33.3692,-117.5553,Exact,,San Diego County,,California,Northern America,Americas,L500064,G500107,https://gem.wiki/San_Onofre_nuclear_power_plant
United States,San Onofre nuclear power plant,3,,,"1,127",retired,pressurized water reactor,CE (2-loop) DRYAMB,1984,2013,"March 1, 1974","August 29, 1983","September 25, 1983","April 1, 1984","June 7, 2013",Southern California Edison CO,,Southern California Edison CO,,"1,080","1,070","3,438",33.3686,-117.5543,Exact,,San Diego County,,California,Northern America,Americas,L500064,G500108,https://gem.wiki/San_Onofre_nuclear_power_plant
China,Sanba nuclear power plant,1,三坝核电站,,"1,000",shelved,unknown,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,30.989611,106.299849,Approximate,Nanchong,Peng'an,Sanba Town,Sichuan,Eastern Asia,Asia,L500345,G500920,https://gem.wiki/Sanba_nuclear_power_plant
China,Sanba nuclear power plant,2,三坝核电站,,"1,000",shelved,unknown,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,30.989611,106.299849,Approximate,Nanchong,Peng'an,Sanba Town,Sichuan,Eastern Asia,Asia,L500345,G500921,https://gem.wiki/Sanba_nuclear_power_plant
China,Sanba nuclear power plant,3,三坝核电站,,"1,000",shelved,unknown,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,30.989611,106.299849,Approximate,Nanchong,Peng'an,Sanba Town,Sichuan,Eastern Asia,Asia,L500345,G500922,https://gem.wiki/Sanba_nuclear_power_plant
China,Sanba nuclear power plant,4,三坝核电站,,"1,000",shelved,unknown,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,,,30.989611,106.299849,Approximate,Nanchong,Peng'an,Sanba Town,Sichuan,Eastern Asia,Asia,L500345,G500923,https://gem.wiki/Sanba_nuclear_power_plant
China,Sanmen nuclear power plant,1-1,三门核电厂,,"1,251",operating,pressurized water reactor,AP-1000,2018,,"April 1, 2009","June 21, 2018","June 30, 2018","September 21, 2018",,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group Corporation LTD [10%],中国核能电力股份有限公司[56%]; 浙江浙能电力股份有限公司[20%]; 国电投核能有限公司[14%]; 华电新能源集团股份有限公司[10%],Sanmen Nuclear Power CO LTD,三门核电有限公司,,"1,157","3,400",29.043786,121.62737,Approximate,Taizhou,Sanmen,Jiantiao Town,Zhejiang,Eastern Asia,Asia,L500354,G500958,https://gem.wiki/Sanmen_nuclear_power_plant
China,Sanmen nuclear power plant,1-2,三门核电厂,,"1,251",operating,pressurized water reactor,AP-1000,2018,,"December 1, 2009","August 17, 2018","August 24, 2018","November 5, 2018",,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group Corporation LTD [10%],中国核能电力股份有限公司[56%]; 浙江浙能电力股份有限公司[20%]; 国电投核能有限公司[14%]; 华电新能源集团股份有限公司[10%],Sanmen Nuclear Power CO LTD,三门核电有限公司,,"1,157","3,400",29.043786,121.62737,Approximate,Taizhou,Sanmen,Jiantiao Town,Zhejiang,Eastern Asia,Asia,L500354,G500959,https://gem.wiki/Sanmen_nuclear_power_plant
China,Sanmen nuclear power plant,2-3,三门核电厂,,"1,251",construction,pressurized water reactor,CAP1000,,,"June 28, 2022",,,,,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group Corporation LTD [10%],中国核能电力股份有限公司[56%]; 浙江浙能电力股份有限公司[20%]; 国电投核能有限公司[14%]; 华电新能源集团股份有限公司[10%],Sanmen Nuclear Power CO LTD,三门核电有限公司,,"1,163","3,400",29.043786,121.62737,Approximate,Taizhou,Sanmen,Jiantiao Town,Zhejiang,Eastern Asia,Asia,L500354,G500960,https://gem.wiki/Sanmen_nuclear_power_plant
China,Sanmen nuclear power plant,2-4,三门核电厂,,"1,250",construction,pressurized water reactor,unknown,,,2022,,,,,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group Corporation LTD [10%],中国核能电力股份有限公司[56%]; 浙江浙能电力股份有限公司[20%]; 国电投核能有限公司[14%]; 华电新能源集团股份有限公司[10%],Sanmen Nuclear Power CO LTD,三门核电有限公司,,,,29.043786,121.62737,Approximate,Taizhou,Sanmen,Jiantiao Town,Zhejiang,Eastern Asia,Asia,L500354,G500963,https://gem.wiki/Sanmen_nuclear_power_plant
China,Sanmen nuclear power plant,3-5,三门核电厂,,"1,200",pre-construction,pressurized water reactor,unknown,2027,,,,,,,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group Corporation LTD [10%],中国核能电力股份有限公司[56%]; 浙江浙能电力股份有限公司[20%]; 国电投核能有限公司[14%]; 华电新能源集团股份有限公司[10%],Sanmen Nuclear Power CO LTD,三门核电有限公司,,,,29.043786,121.62737,Approximate,Taizhou,Sanmen,Jiantiao Town,Zhejiang,Eastern Asia,Asia,L500354,G500961,https://gem.wiki/Sanmen_nuclear_power_plant
China,Sanmen nuclear power plant,3-6,三门核电厂,,"1,200",pre-construction,pressurized water reactor,unknown,2028,,,,,,,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group Corporation LTD [10%],中国核能电力股份有限公司[56%]; 浙江浙能电力股份有限公司[20%]; 国电投核能有限公司[14%]; 华电新能源集团股份有限公司[10%],Sanmen Nuclear Power CO LTD,三门核电有限公司,,,,29.043786,121.62737,Approximate,Taizhou,Sanmen,Jiantiao Town,Zhejiang,Eastern Asia,Asia,L500354,G500962,https://gem.wiki/Sanmen_nuclear_power_plant
China,Sanming nuclear power plant,1,三明核电站,,"1,000",shelved,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],中国核能电力股份有限公司[51%]; 福建省投资开发集团有限责任公司[40%];三明市投资发展集团有限公司[9%],Fujian Sanming Nuclear Power CO LTD,福建三明核电有限公司,,,,26.364629,118.3894,Approximate,Sanming,Youxi,Xibin Town,Fujian,Eastern Asia,Asia,L500311,G500790,https://gem.wiki/Sanming_nuclear_power_plant
China,Sanming nuclear power plant,2,三明核电站,,"1,000",shelved,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],中国核能电力股份有限公司[51%]; 福建省投资开发集团有限责任公司[40%];三明市投资发展集团有限公司[9%],Fujian Sanming Nuclear Power CO LTD,福建三明核电有限公司,,,,26.364629,118.3894,Approximate,Sanming,Youxi,Xibin Town,Fujian,Eastern Asia,Asia,L500311,G500791,https://gem.wiki/Sanming_nuclear_power_plant
China,Sanming nuclear power plant,3,三明核电站,,"1,000",shelved,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],中国核能电力股份有限公司[51%]; 福建省投资开发集团有限责任公司[40%];三明市投资发展集团有限公司[9%],Fujian Sanming Nuclear Power CO LTD,福建三明核电有限公司,,,,26.364629,118.3894,Approximate,Sanming,Youxi,Xibin Town,Fujian,Eastern Asia,Asia,L500311,G500792,https://gem.wiki/Sanming_nuclear_power_plant
China,Sanming nuclear power plant,4,三明核电站,,"1,000",shelved,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],中国核能电力股份有限公司[51%]; 福建省投资开发集团有限责任公司[40%];三明市投资发展集团有限公司[9%],Fujian Sanming Nuclear Power CO LTD,福建三明核电有限公司,,,,26.364629,118.3894,Approximate,Sanming,Youxi,Xibin Town,Fujian,Eastern Asia,Asia,L500311,G500793,https://gem.wiki/Sanming_nuclear_power_plant
Spain,Santa Maria De Garona nuclear power plant,,,,466,retired,boiling water reactor,BWR-3,1971,2017,"September 1, 1966","November 5, 1970","March 2, 1971","May 11, 1971","August 2, 2017",Nuclenor SA,,Nuclenor SA,,446,440,"1,381",42.77501,-3.20701,Exact,Valle de Tobalina,,Burgos,Castile and León,Southern Europe,Europe,L500201,G500469,https://gem.wiki/Santa_Maria_De_Garona_nuclear_power_plant
United States,Saxton nuclear power plant,,,,3,retired,pressurized water reactor,unknown,1967,1972,"January 1, 1960","January 1, 1967","March 1, 1967",,"May 1, 1972",Saxton Nuclear Experimanetal CO,,Saxton Nuclear Experimental Reactor Corporation,,3,3,24,40.22601,-78.2417,Exact,Liberty Township,Bedford County,,Pennsylvania,Northern America,Americas,L500276,G500639,https://gem.wiki/Saxton_nuclear_power_plant
United States,Seabrook nuclear power plant,1,,,"1,296",operating,pressurized water reactor,WH 4LP (DRYAMB),1990,,"July 7, 1976","June 13, 1989","May 29, 1990","August 19, 1990",,Nextera Energy Resources LLC,,Nextera Energy Resources LLC,,"1,246","1,149","3,648",42.8992,-70.8489,Exact,,Rockingham County,,New Hampshire,Northern America,Americas,L500046,G500078,https://gem.wiki/Seabrook_nuclear_power_plant
Japan,Sendai nuclear power plant,1,,,890,operating,pressurized water reactor,M (3-loop),1984,,"December 15, 1979","August 25, 1983","September 16, 1983","July 4, 1984",,Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,846,846,"2,660",31.8335,130.1887,Exact,Satsumasendai,,,,Eastern Asia,Asia,L500145,G500329,https://gem.wiki/Sendai_nuclear_power_plant
Japan,Sendai nuclear power plant,2,,,890,operating,pressurized water reactor,M (3-loop),1985,,"October 12, 1981","March 18, 1985","April 5, 1985","November 28, 1985",,Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,846,846,"2,660",31.8335,130.1887,Exact,Satsumasendai,,,,Eastern Asia,Asia,L500145,G500330,https://gem.wiki/Sendai_nuclear_power_plant
Japan,Sendai nuclear power plant,3,,,"1,590",shelved,pressurized water reactor,Mitsubishi advanced pressurized water reactor (APWR),,,,,,,,Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,,"1,590","4,466",31.8336,130.1894,Exact,Satsumasendai,,,,Eastern Asia,Asia,L500145,G500620,https://gem.wiki/Sendai_nuclear_power_plant
United States,Sequoyah nuclear power plant,1,,,"1,221",operating,pressurized water reactor,WH 4LP (ICECND),1981,,"May 27, 1970","July 5, 1980","July 22, 1980","July 1, 1981",,Tennessee Valley Authority,,Tennessee Valley Authority,,"1,152","1,148","3,455",35.2267,-85.0917,Exact,,Hamilton County,,Tennessee,Northern America,Americas,L500063,G500105,https://gem.wiki/Sequoyah_nuclear_power_plant
United States,Sequoyah nuclear power plant,2,,,"1,200",operating,pressurized water reactor,WH 4LP (ICECND),1982,,"May 27, 1970","November 5, 1981","December 23, 1981","June 1, 1982",,Tennessee Valley Authority,,Tennessee Valley Authority,,"1,139","1,148","3,455",35.2267,-85.0917,Exact,,Hamilton County,,Tennessee,Northern America,Americas,L500063,G500106,https://gem.wiki/Sequoyah_nuclear_power_plant
Russia,Seversk nuclear power plant,1,,BREST-OD-300,320,construction,fast breeder reactor,BREST-OD-300,2026,,"June 8, 2021",,,,,Rosatom,,Rosenergoatom,,300,300,700,56.6583,84.9482,Exact,Seversk,ZATO Seversk,,Tomsk Oblast,Eastern Europe,Europe,L500226,G500548,https://gem.wiki/Seversk_nuclear_power_plant
Russia,Seversk nuclear power plant,2,,,"1,255",shelved,pressurized water reactor,VVER V-510,,,,,,,,Rosatom,,Rosenergoatom,,,,,56.6583,84.9482,Exact,Seversk,ZATO Seversk,,Tomsk Oblast,Eastern Europe,Europe,L500226,G500673,https://gem.wiki/Seversk_nuclear_power_plant
China,Shaoguan nuclear power plant,1,韶关核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,CGN Shaoguan Nuclear Power CO LTD,中广核韶关核电有限公司,,,,24.679136,113.529129,Approximate,Shaoguan,Qujiang,Baitu Town,Guangdong,Eastern Asia,Asia,L500301,G500737,https://gem.wiki/Shaoguan_nuclear_power_plant
China,Shaoguan nuclear power plant,2,韶关核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,CGN Shaoguan Nuclear Power CO LTD,中广核韶关核电有限公司,,,,24.679136,113.529129,Approximate,Shaoguan,Qujiang,Baitu Town,Guangdong,Eastern Asia,Asia,L500301,G500738,https://gem.wiki/Shaoguan_nuclear_power_plant
China,Shaoguan nuclear power plant,3,韶关核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,CGN Shaoguan Nuclear Power CO LTD,中广核韶关核电有限公司,,,,24.679136,113.529129,Approximate,Shaoguan,Qujiang,Baitu Town,Guangdong,Eastern Asia,Asia,L500301,G500739,https://gem.wiki/Shaoguan_nuclear_power_plant
China,Shaoguan nuclear power plant,4,韶关核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,CGN Shaoguan Nuclear Power CO LTD,中广核韶关核电有限公司,,,,24.679136,113.529129,Approximate,Shaoguan,Qujiang,Baitu Town,Guangdong,Eastern Asia,Asia,L500301,G500740,https://gem.wiki/Shaoguan_nuclear_power_plant
